Gender_Person1,Gender_Person2,Personality_Person1,Personality_Person2,Communication_Level,Emotional_Intelligence,Trust_Level,Common_Interests_Score,Physical_Attraction_Score,Mutual_Respect_Score,Conflict_Resolution_Skills,Love_Probability
Female,Female,Ambivert,Introvert,Medium,Medium,High,2,3,5,Excellent,0.48
Female,Other,Extrovert,Introvert,High,Medium,High,10,0,1,Good,0.25
Male,Other,Ambivert,Ambivert,High,Medium,Medium,1,5,6,Excellent,0.42
Female,Other,Extrovert,Ambivert,High,Medium,High,2,4,4,Excellent,0.22
Male,Male,Ambivert,Extrovert,Medium,Medium,Low,4,0,6,Good,0.27
Other,Other,Extrovert,Introvert,High,Low,Medium,7,9,0,Good,0.45
Other,Female,Introvert,Ambivert,Low,High,Low,8,10,9,Poor,0.84
Female,Female,Ambivert,Extrovert,Low,Medium,Low,3,6,5,Good,0.41
Male,Other,Introvert,Introvert,Medium,Low,Low,7,4,10,Poor,0.65
Other,Female,Extrovert,Ambivert,High,Medium,Low,7,0,2,Excellent,0.38
Other,Other,Extrovert,Extrovert,Low,High,Low,4,3,0,Poor,0.12
Male,Other,Introvert,Introvert,High,Low,Medium,6,7,3,Excellent,0.56
Male,Male,Ambivert,Ambivert,Low,Low,Medium,3,10,2,Excellent,0.62
Other,Female,Extrovert,Extrovert,High,High,Low,2,5,3,Excellent,0.28
Female,Female,Extrovert,Ambivert,Low,Low,High,4,2,7,Good,0.36
Male,Other,Ambivert,Introvert,High,Low,Low,5,10,2,Excellent,0.54
Male,Male,Ambivert,Introvert,High,Low,High,4,0,1,Good,0.28
Other,Male,Introvert,Introvert,Low,Medium,Medium,2,3,4,Good,0.32
Other,Male,Ambivert,Ambivert,Low,High,Low,0,10,7,Good,0.51
Female,Male,Extrovert,Extrovert,Low,Medium,High,6,0,7,Good,0.48
Female,Other,Ambivert,Ambivert,Low,High,High,8,3,1,Excellent,0.29
Male,Other,Extrovert,Extrovert,High,High,Low,2,2,6,Poor,0.4
Other,Male,Introvert,Extrovert,Medium,Medium,Medium,3,3,1,Good,0.27
Other,Other,Ambivert,Introvert,Medium,Medium,Medium,7,0,7,Excellent,0.44
Male,Other,Extrovert,Introvert,High,Medium,High,5,9,5,Excellent,0.55
Other,Other,Extrovert,Introvert,Low,Medium,High,0,10,7,Poor,0.48
Female,Other,Introvert,Introvert,Medium,Medium,High,10,10,6,Good,0.92
Female,Other,Introvert,Extrovert,Medium,Medium,High,5,9,0,Good,0.59
Male,Male,Introvert,Introvert,Low,Medium,High,8,10,5,Poor,0.7
Female,Female,Extrovert,Ambivert,High,Medium,Low,7,4,5,Poor,0.58
Female,Other,Ambivert,Introvert,High,Low,High,9,9,10,Good,0.72
Other,Other,Ambivert,Ambivert,Medium,Low,High,4,9,8,Good,0.64
Male,Other,Ambivert,Ambivert,Medium,Medium,High,4,9,10,Excellent,0.76
Male,Female,Extrovert,Extrovert,High,High,High,3,9,4,Good,0.44
Male,Male,Introvert,Introvert,Low,Low,Low,8,10,1,Poor,0.54
Male,Female,Ambivert,Extrovert,Low,Medium,High,4,0,0,Poor,0.07
Male,Male,Ambivert,Extrovert,Medium,Low,Low,2,2,3,Poor,0.26
Other,Other,Extrovert,Extrovert,Medium,High,Low,2,5,6,Poor,0.41
Female,Other,Ambivert,Ambivert,Medium,High,Low,8,8,2,Excellent,0.38
Male,Female,Ambivert,Ambivert,Low,Low,Medium,0,5,10,Poor,0.29
Female,Male,Extrovert,Ambivert,High,Medium,Low,1,3,4,Poor,0.21
Other,Female,Extrovert,Extrovert,Medium,Low,Low,9,8,4,Good,0.75
Male,Other,Extrovert,Ambivert,Medium,Low,Medium,9,4,9,Good,0.46
Male,Other,Ambivert,Introvert,High,Low,Medium,2,3,6,Excellent,0.32
Male,Other,Introvert,Ambivert,High,Medium,High,6,6,2,Excellent,0.41
Male,Female,Extrovert,Extrovert,Medium,Low,Medium,10,8,6,Good,0.94
Female,Female,Ambivert,Ambivert,Medium,Medium,Medium,5,7,5,Excellent,0.53
Male,Female,Extrovert,Extrovert,Medium,High,High,0,6,8,Good,0.5
Female,Other,Extrovert,Ambivert,High,Medium,Low,0,5,1,Good,0.21
Female,Female,Extrovert,Extrovert,High,High,High,4,4,4,Excellent,0.19
Other,Other,Ambivert,Extrovert,Medium,High,High,3,3,8,Good,0.54
Other,Female,Introvert,Ambivert,High,Medium,Medium,0,1,7,Excellent,0.29
Male,Female,Introvert,Introvert,Low,Medium,Medium,2,3,8,Poor,0.48
Female,Male,Introvert,Introvert,Low,Medium,Low,0,8,9,Poor,0.96
Other,Male,Introvert,Ambivert,Medium,Low,High,3,4,10,Poor,0.36
Male,Other,Extrovert,Ambivert,High,Low,Medium,9,7,9,Good,1.0
Male,Female,Extrovert,Introvert,Low,Medium,High,3,5,6,Poor,0.44
Female,Other,Introvert,Extrovert,Medium,High,Medium,3,5,6,Poor,0.5
Female,Female,Ambivert,Introvert,Low,Medium,Medium,10,10,3,Poor,0.76
Female,Other,Introvert,Extrovert,Low,Low,Low,0,2,10,Good,0.36
Male,Male,Ambivert,Ambivert,Medium,Medium,High,10,0,3,Excellent,0.38
Female,Other,Ambivert,Introvert,Medium,Low,Medium,9,0,7,Excellent,0.57
Female,Male,Introvert,Introvert,High,Low,Low,7,10,7,Good,0.65
Female,Other,Extrovert,Extrovert,Medium,Low,Medium,1,10,4,Excellent,0.58
Other,Female,Ambivert,Extrovert,Low,Low,Low,2,3,0,Poor,0.13
Other,Other,Introvert,Ambivert,Medium,Low,Low,6,8,4,Excellent,0.49
Other,Female,Introvert,Introvert,Low,High,High,6,0,10,Good,0.49
Other,Other,Extrovert,Ambivert,Low,Medium,High,7,6,7,Good,0.79
Other,Male,Introvert,Extrovert,High,Low,High,6,6,2,Poor,0.41
Male,Other,Ambivert,Ambivert,High,Medium,High,8,1,7,Poor,0.57
Other,Male,Extrovert,Introvert,Medium,Medium,Medium,9,4,6,Poor,0.56
Other,Other,Introvert,Extrovert,High,High,High,7,2,3,Poor,0.48
Female,Male,Extrovert,Ambivert,Low,Low,High,2,2,3,Good,0.3
Other,Other,Introvert,Introvert,Low,Medium,Medium,4,8,10,Poor,0.92
Female,Male,Ambivert,Ambivert,Medium,Medium,Medium,9,5,4,Excellent,0.58
Other,Female,Extrovert,Extrovert,Medium,Medium,High,9,8,1,Poor,0.67
Other,Other,Ambivert,Introvert,Medium,Low,High,7,8,1,Good,0.54
Other,Male,Extrovert,Extrovert,Low,High,Low,9,4,5,Poor,0.73
Other,Other,Ambivert,Extrovert,High,Medium,Low,3,8,4,Poor,0.43
Other,Female,Extrovert,Introvert,Low,High,High,0,10,7,Good,0.64
Male,Male,Introvert,Ambivert,Medium,Low,High,2,1,10,Poor,0.41
Other,Male,Ambivert,Extrovert,Low,High,Low,8,1,2,Poor,0.36
Other,Other,Ambivert,Ambivert,Medium,Low,High,8,2,0,Poor,0.34
Female,Male,Extrovert,Extrovert,Low,Low,High,1,0,7,Poor,0.29
Male,Male,Extrovert,Introvert,Low,Low,High,6,8,9,Excellent,0.76
Male,Female,Ambivert,Ambivert,Low,Medium,Low,4,9,7,Excellent,0.69
Male,Other,Extrovert,Introvert,Medium,Medium,Medium,7,8,9,Good,0.96
Other,Other,Introvert,Introvert,Medium,Medium,Low,7,0,7,Good,0.57
Male,Other,Introvert,Introvert,Low,High,High,5,5,5,Poor,0.59
Male,Other,Extrovert,Extrovert,Low,High,Medium,2,10,1,Poor,0.39
Female,Other,Ambivert,Ambivert,Low,High,Low,4,4,4,Excellent,0.31
Female,Female,Ambivert,Ambivert,High,High,High,4,1,4,Good,0.4
Male,Other,Ambivert,Introvert,High,High,Low,5,0,3,Good,0.35
Other,Female,Introvert,Extrovert,Low,Medium,Low,9,1,0,Poor,0.48
Other,Female,Extrovert,Ambivert,Medium,Low,High,2,3,10,Good,0.44
Other,Female,Extrovert,Extrovert,Low,Medium,Medium,6,7,9,Good,0.71
Male,Male,Extrovert,Ambivert,Medium,Medium,High,1,6,3,Excellent,0.17
Other,Female,Extrovert,Introvert,Medium,Low,Low,3,1,5,Poor,0.26
Female,Female,Extrovert,Ambivert,High,Low,Low,10,2,10,Good,0.83
Male,Male,Ambivert,Extrovert,Low,Low,High,0,2,9,Excellent,0.32
Female,Other,Extrovert,Ambivert,Low,Medium,Low,2,3,3,Excellent,0.33
Female,Male,Extrovert,Ambivert,Medium,High,Low,5,10,4,Poor,0.61
Male,Other,Extrovert,Extrovert,High,Medium,High,4,4,6,Good,0.5
Other,Female,Extrovert,Introvert,Low,High,Medium,10,9,5,Poor,0.69
Female,Other,Introvert,Ambivert,Medium,Medium,Low,9,1,6,Excellent,0.54
Female,Male,Extrovert,Introvert,High,High,High,8,10,1,Good,0.33
Other,Other,Introvert,Ambivert,Medium,High,High,4,4,10,Good,0.58
Female,Other,Introvert,Ambivert,Low,Medium,Low,3,7,7,Good,0.4
Male,Other,Introvert,Ambivert,Low,High,Low,6,4,10,Poor,0.79
Male,Male,Introvert,Introvert,Medium,Low,Medium,0,9,10,Poor,0.71
Female,Other,Introvert,Introvert,Low,High,Medium,6,7,7,Excellent,0.71
Other,Other,Extrovert,Extrovert,Medium,Medium,High,0,2,5,Poor,0.39
Female,Male,Extrovert,Introvert,High,High,High,2,10,3,Good,0.41
Other,Other,Ambivert,Introvert,High,High,Low,7,6,8,Excellent,0.87
Female,Female,Extrovert,Ambivert,Low,High,High,7,7,9,Excellent,0.86
Female,Male,Ambivert,Extrovert,Medium,Medium,High,4,4,0,Poor,0.24
Male,Male,Introvert,Extrovert,High,Medium,Medium,6,5,6,Good,0.68
Male,Female,Introvert,Introvert,Low,Medium,High,7,2,6,Excellent,0.39
Male,Other,Ambivert,Extrovert,Low,Low,Medium,9,10,5,Good,0.72
Other,Male,Ambivert,Introvert,Medium,Low,Medium,6,4,1,Good,0.31
Other,Male,Introvert,Introvert,Low,Medium,High,2,5,5,Excellent,0.35
Other,Other,Introvert,Extrovert,Medium,Low,Medium,8,6,7,Excellent,0.59
Male,Other,Ambivert,Introvert,Low,High,Medium,7,3,3,Excellent,0.56
Female,Female,Extrovert,Extrovert,Low,Low,Low,1,5,10,Good,0.51
Female,Other,Introvert,Introvert,Medium,High,High,4,9,7,Poor,0.7
Other,Female,Ambivert,Extrovert,High,High,High,0,4,0,Poor,0.08
Female,Female,Introvert,Extrovert,Medium,Low,Medium,6,1,8,Excellent,0.32
Male,Other,Ambivert,Extrovert,Low,High,High,1,8,7,Excellent,0.56
Male,Female,Introvert,Ambivert,High,Medium,High,1,4,3,Good,0.08
Female,Other,Extrovert,Introvert,Low,High,High,7,8,1,Poor,0.53
Female,Male,Introvert,Ambivert,Low,Medium,Low,8,5,6,Good,0.5
Male,Female,Extrovert,Introvert,Medium,Low,Low,10,0,2,Good,0.6
Other,Other,Introvert,Introvert,Low,High,Medium,4,2,3,Excellent,0.39
Female,Male,Introvert,Introvert,High,High,High,8,6,5,Poor,0.64
Other,Female,Ambivert,Introvert,Low,Medium,High,2,4,1,Excellent,0.36
Female,Male,Introvert,Extrovert,Medium,Medium,High,1,5,1,Good,0.15
Female,Other,Ambivert,Ambivert,High,High,High,6,6,3,Excellent,0.55
Other,Other,Introvert,Introvert,High,High,Medium,0,0,5,Excellent,0.19
Other,Male,Introvert,Ambivert,High,High,Medium,6,2,10,Excellent,0.63
Male,Other,Ambivert,Ambivert,High,High,High,3,4,8,Good,0.63
Male,Male,Ambivert,Introvert,High,High,Low,2,5,2,Poor,0.37
Female,Male,Introvert,Introvert,High,Low,Low,4,5,6,Poor,0.53
Female,Female,Introvert,Introvert,Medium,High,Low,6,4,4,Poor,0.3
Female,Female,Introvert,Introvert,Medium,Low,Low,6,6,3,Good,0.4
Male,Other,Introvert,Ambivert,Low,Medium,High,6,7,10,Poor,0.75
Female,Other,Introvert,Extrovert,Low,Low,Low,10,10,5,Excellent,0.84
Other,Female,Introvert,Extrovert,Medium,High,Medium,2,6,6,Good,0.35
Female,Other,Introvert,Extrovert,Medium,Medium,High,5,3,10,Poor,0.84
Male,Other,Extrovert,Extrovert,Medium,High,Medium,7,5,3,Excellent,0.65
Female,Other,Ambivert,Extrovert,High,Medium,Medium,4,6,6,Poor,0.59
Female,Other,Introvert,Extrovert,High,Low,Low,6,2,10,Poor,0.61
Other,Female,Ambivert,Introvert,High,Medium,High,6,7,9,Excellent,0.71
Female,Male,Extrovert,Extrovert,High,High,Low,7,10,6,Excellent,0.67
Other,Other,Ambivert,Introvert,Medium,Medium,High,10,4,6,Poor,0.67
Female,Other,Ambivert,Extrovert,High,Low,Low,0,6,1,Good,0.26
Other,Other,Introvert,Extrovert,Low,Medium,Low,10,3,9,Poor,0.61
Other,Other,Introvert,Extrovert,High,Medium,High,10,8,1,Excellent,0.67
Female,Other,Ambivert,Introvert,Low,Medium,High,0,3,0,Good,0.08
Male,Female,Introvert,Extrovert,High,Medium,Low,2,0,1,Good,-0.09
Other,Other,Extrovert,Extrovert,Low,Low,High,8,2,6,Poor,0.45
Female,Other,Introvert,Introvert,High,High,Medium,6,3,9,Good,0.56
Female,Female,Introvert,Extrovert,Low,Medium,High,9,10,2,Good,0.89
Other,Female,Extrovert,Extrovert,High,High,Low,1,7,2,Poor,0.39
Other,Other,Ambivert,Extrovert,High,High,Medium,9,4,8,Poor,0.57
Male,Other,Introvert,Introvert,Low,Medium,Low,6,4,9,Good,0.68
Male,Other,Extrovert,Extrovert,Low,High,Medium,10,8,3,Excellent,0.55
Female,Male,Ambivert,Introvert,High,High,Medium,1,2,5,Poor,0.37
Male,Male,Extrovert,Ambivert,High,Low,Low,4,9,0,Excellent,0.39
Male,Male,Introvert,Extrovert,Medium,High,Medium,10,6,7,Poor,0.76
Male,Other,Extrovert,Ambivert,High,Medium,High,9,8,4,Excellent,0.83
Other,Male,Introvert,Extrovert,Medium,Low,High,0,1,4,Poor,0.04
Male,Male,Extrovert,Introvert,Medium,Low,Low,9,10,10,Excellent,0.83
Male,Male,Extrovert,Ambivert,High,High,High,8,8,6,Good,0.67
Male,Female,Ambivert,Introvert,Low,High,Low,9,0,3,Good,0.5
Male,Male,Introvert,Extrovert,Low,Low,Medium,4,8,4,Excellent,0.38
Male,Male,Extrovert,Introvert,High,Medium,High,7,9,10,Excellent,0.58
Female,Other,Introvert,Introvert,Low,Medium,High,1,5,7,Excellent,0.39
Other,Male,Extrovert,Introvert,High,High,Low,1,9,10,Good,0.72
Male,Male,Extrovert,Extrovert,Low,High,High,8,8,10,Excellent,0.99
Female,Male,Introvert,Introvert,Low,Medium,Low,4,5,2,Good,0.32
Other,Male,Ambivert,Introvert,Medium,Medium,Low,5,7,6,Good,0.56
Female,Male,Ambivert,Introvert,High,Low,High,0,10,7,Good,0.68
Other,Male,Ambivert,Extrovert,High,Low,Medium,2,3,10,Excellent,0.31
Male,Female,Extrovert,Introvert,High,Low,High,1,5,3,Good,0.26
Male,Female,Ambivert,Ambivert,Medium,Low,High,6,1,6,Poor,0.45
Female,Female,Extrovert,Introvert,Medium,High,Low,7,4,1,Excellent,0.44
Male,Other,Extrovert,Extrovert,Medium,Low,High,7,9,8,Poor,0.75
Other,Other,Extrovert,Ambivert,Low,Medium,Medium,6,9,4,Poor,0.64
Other,Other,Introvert,Introvert,High,Medium,High,9,10,5,Good,0.55
Female,Female,Ambivert,Extrovert,High,Medium,Medium,8,4,2,Excellent,0.4
Female,Other,Ambivert,Introvert,Medium,High,Medium,6,2,10,Good,0.65
Female,Female,Introvert,Extrovert,Medium,High,Medium,0,10,0,Excellent,0.24
Female,Other,Extrovert,Introvert,High,High,Medium,8,10,6,Excellent,0.81
Female,Male,Ambivert,Ambivert,Medium,High,High,0,10,6,Good,0.58
Other,Other,Introvert,Ambivert,Medium,High,Medium,2,8,2,Excellent,0.37
Female,Female,Introvert,Introvert,Low,Low,High,1,5,10,Excellent,0.55
Male,Male,Introvert,Ambivert,High,High,High,8,2,4,Excellent,0.37
Other,Female,Extrovert,Extrovert,High,Low,High,5,9,9,Poor,0.75
Female,Male,Introvert,Extrovert,High,High,Low,8,4,7,Poor,0.69
Male,Male,Extrovert,Introvert,Low,High,High,5,10,0,Good,0.52
Male,Female,Extrovert,Introvert,High,Low,Low,9,2,0,Good,0.31
Female,Male,Ambivert,Ambivert,Low,Medium,Medium,8,0,9,Good,0.59
Other,Male,Introvert,Introvert,Low,High,High,0,4,1,Poor,0.24
Female,Other,Extrovert,Introvert,Medium,High,Low,5,2,8,Excellent,0.3
Other,Female,Extrovert,Extrovert,Low,Medium,Medium,4,10,2,Poor,0.65
Male,Male,Introvert,Ambivert,Low,Low,Low,9,3,0,Good,0.37
Male,Female,Extrovert,Ambivert,Low,Low,High,10,3,7,Poor,0.71
Other,Male,Ambivert,Introvert,High,High,Low,9,7,4,Excellent,0.79
Other,Female,Ambivert,Ambivert,High,Medium,Medium,8,5,5,Good,0.46
Female,Other,Ambivert,Extrovert,Low,High,Low,4,2,9,Poor,0.43
Male,Female,Ambivert,Extrovert,Low,Low,High,4,5,2,Poor,0.34
Other,Other,Extrovert,Introvert,Medium,High,Low,0,6,5,Good,0.29
Female,Male,Introvert,Extrovert,Medium,Medium,Medium,0,1,6,Good,0.41
Male,Female,Extrovert,Introvert,High,Medium,Low,8,1,4,Poor,0.35
Other,Male,Introvert,Extrovert,High,Low,High,8,4,3,Good,0.44
Other,Female,Ambivert,Ambivert,High,Low,Low,6,4,4,Good,0.49
Female,Female,Introvert,Extrovert,High,Low,Medium,10,2,3,Poor,0.38
Male,Female,Introvert,Introvert,Medium,Low,High,0,4,1,Good,0.13
Other,Male,Extrovert,Introvert,Low,Medium,Medium,3,6,9,Excellent,0.63
Female,Other,Extrovert,Extrovert,Medium,Medium,Low,0,6,2,Good,0.23
Other,Female,Introvert,Introvert,Medium,High,Medium,7,0,3,Excellent,0.32
Male,Other,Introvert,Ambivert,Medium,Low,Low,4,5,2,Excellent,0.31
Male,Female,Ambivert,Ambivert,High,Low,Medium,3,0,4,Excellent,0.08
Male,Other,Extrovert,Extrovert,High,Low,Low,9,1,7,Excellent,0.6
Male,Female,Extrovert,Introvert,Low,High,High,0,4,1,Good,0.34
Female,Other,Introvert,Introvert,Medium,Low,High,9,2,6,Good,0.57
Other,Male,Extrovert,Introvert,Medium,High,High,5,0,3,Excellent,0.29
Male,Other,Introvert,Ambivert,High,Medium,Low,5,0,2,Excellent,0.3
Male,Female,Introvert,Ambivert,Low,High,High,9,3,10,Excellent,0.61
Male,Female,Ambivert,Introvert,Medium,Low,Medium,1,9,0,Excellent,0.5
Male,Other,Introvert,Introvert,Low,Low,Low,5,6,1,Good,0.42
Male,Male,Extrovert,Extrovert,Low,Low,Low,4,7,1,Poor,0.56
Other,Female,Extrovert,Ambivert,Medium,High,Low,7,9,9,Excellent,0.76
Male,Male,Extrovert,Extrovert,Low,High,High,3,1,6,Poor,0.52
Other,Female,Extrovert,Ambivert,High,Medium,Medium,6,4,7,Poor,0.64
Female,Male,Extrovert,Introvert,Low,High,Low,4,5,3,Poor,0.46
Other,Other,Introvert,Introvert,Low,Medium,Medium,6,6,6,Good,0.62
Male,Female,Introvert,Ambivert,Medium,Low,Medium,1,2,0,Poor,0.08
Male,Other,Introvert,Ambivert,Low,Medium,Medium,8,0,6,Poor,0.59
Male,Other,Ambivert,Introvert,High,High,High,1,10,1,Good,0.41
Female,Other,Ambivert,Ambivert,Medium,High,Medium,10,7,10,Good,0.7
Male,Female,Introvert,Introvert,High,High,Low,7,1,8,Good,0.42
Other,Male,Introvert,Introvert,Medium,Low,Low,4,10,8,Good,0.71
Female,Male,Extrovert,Introvert,High,Medium,High,9,4,3,Excellent,0.56
Male,Male,Ambivert,Introvert,Medium,Medium,High,9,8,9,Poor,0.86
Male,Male,Ambivert,Ambivert,High,High,High,4,6,5,Poor,0.62
Other,Other,Ambivert,Extrovert,Medium,Low,High,2,7,8,Poor,0.37
Female,Male,Extrovert,Ambivert,Low,High,Low,7,6,5,Poor,0.61
Male,Female,Introvert,Ambivert,High,High,High,1,4,10,Excellent,0.32
Female,Female,Introvert,Ambivert,Medium,Medium,Medium,2,6,7,Excellent,0.58
Female,Male,Introvert,Extrovert,High,Medium,Medium,5,3,3,Good,0.36
Female,Other,Extrovert,Extrovert,Medium,Low,Medium,6,4,8,Good,0.64
Other,Female,Ambivert,Extrovert,High,High,Medium,9,4,5,Excellent,0.51
Male,Female,Extrovert,Ambivert,High,Medium,High,6,9,2,Poor,0.69
Female,Female,Extrovert,Ambivert,Medium,High,High,10,0,6,Excellent,0.64
Female,Female,Ambivert,Extrovert,High,Low,High,5,0,9,Good,0.53
Other,Male,Extrovert,Ambivert,Medium,High,High,2,9,1,Good,0.39
Female,Other,Extrovert,Introvert,High,High,High,4,7,7,Poor,0.66
Other,Other,Ambivert,Ambivert,Low,High,Medium,5,7,9,Good,0.63
Male,Female,Introvert,Ambivert,Medium,Low,Low,0,7,0,Excellent,0.32
Male,Other,Ambivert,Ambivert,High,High,Medium,7,8,10,Excellent,1.0
Male,Male,Extrovert,Ambivert,Low,High,Low,0,9,4,Good,0.54
Male,Other,Extrovert,Extrovert,Medium,Low,Medium,0,6,3,Good,0.23
Other,Male,Ambivert,Introvert,Low,Medium,High,0,1,1,Excellent,0.1
Male,Male,Introvert,Ambivert,Low,Low,Medium,8,4,2,Good,0.34
Female,Other,Introvert,Introvert,High,Medium,Medium,10,9,6,Excellent,0.89
Other,Male,Ambivert,Ambivert,Low,Medium,Medium,10,1,3,Good,0.51
Male,Female,Ambivert,Ambivert,Medium,Low,Medium,6,9,2,Excellent,0.38
Other,Female,Extrovert,Extrovert,Low,Low,High,1,3,2,Good,0.08
Other,Female,Introvert,Ambivert,High,Medium,High,10,0,1,Excellent,0.34
Female,Female,Extrovert,Introvert,Medium,Medium,Low,10,0,8,Excellent,0.57
Male,Other,Ambivert,Ambivert,Low,Low,Low,0,4,4,Poor,0.15
Male,Male,Extrovert,Introvert,Medium,High,High,5,6,6,Poor,0.61
Female,Male,Ambivert,Introvert,Medium,High,Low,10,10,1,Good,0.73
Other,Other,Introvert,Extrovert,Medium,Medium,Medium,5,8,0,Excellent,0.41
Male,Other,Ambivert,Introvert,High,Medium,Low,5,6,4,Good,0.42
Male,Female,Extrovert,Ambivert,Medium,High,High,9,0,2,Good,0.47
Other,Male,Extrovert,Ambivert,Low,Low,Low,10,3,7,Poor,0.83
Male,Female,Introvert,Introvert,Medium,Low,Medium,6,8,6,Excellent,0.62
Male,Other,Ambivert,Extrovert,Medium,Medium,Medium,9,8,3,Poor,0.61
Male,Male,Extrovert,Introvert,Medium,High,Low,5,0,5,Poor,0.38
Male,Female,Introvert,Extrovert,Medium,Low,Low,1,9,5,Good,0.46
Female,Female,Ambivert,Introvert,Low,Medium,High,5,3,3,Poor,0.35
Other,Other,Ambivert,Introvert,Medium,High,Medium,6,10,2,Excellent,0.67
Female,Other,Extrovert,Extrovert,Low,High,High,10,5,8,Good,0.58
Female,Female,Ambivert,Extrovert,Low,High,High,3,0,2,Poor,0.3
Female,Male,Introvert,Extrovert,High,Medium,Medium,6,9,8,Poor,0.77
Male,Female,Extrovert,Introvert,Low,Medium,Low,0,2,5,Excellent,0.19
Other,Female,Extrovert,Extrovert,High,High,High,8,7,3,Excellent,0.59
Other,Other,Extrovert,Introvert,Low,High,Low,7,3,8,Poor,0.6
Male,Female,Extrovert,Extrovert,Medium,Low,High,1,8,4,Excellent,0.26
Female,Male,Ambivert,Ambivert,Medium,Low,Low,6,3,0,Poor,0.45
Male,Male,Extrovert,Introvert,High,High,High,2,4,2,Excellent,0.27
Female,Other,Extrovert,Extrovert,High,Low,High,5,10,7,Poor,0.78
Other,Female,Extrovert,Introvert,Low,Low,Medium,1,10,9,Poor,0.76
Other,Female,Introvert,Extrovert,Medium,Low,Low,6,5,6,Good,0.46
Female,Female,Extrovert,Introvert,Low,Low,Low,10,6,8,Excellent,0.85
Male,Female,Extrovert,Introvert,High,Low,Low,5,2,2,Good,0.27
Male,Other,Extrovert,Ambivert,Low,Medium,High,7,9,3,Poor,0.72
Male,Male,Introvert,Ambivert,High,Medium,High,9,0,7,Excellent,0.32
Female,Other,Extrovert,Extrovert,Low,High,Medium,0,1,5,Good,0.19
Other,Other,Introvert,Introvert,Medium,High,Low,1,0,1,Good,0.01
Other,Male,Extrovert,Introvert,High,Low,High,2,6,5,Poor,0.48
Other,Other,Introvert,Ambivert,Medium,Medium,Medium,9,7,8,Excellent,0.85
Male,Female,Extrovert,Ambivert,Low,Low,High,5,7,1,Poor,0.36
Male,Male,Extrovert,Ambivert,Medium,Medium,Low,1,4,6,Excellent,0.3
Other,Other,Extrovert,Ambivert,Medium,Medium,Low,3,2,0,Excellent,0.16
Male,Female,Ambivert,Introvert,Low,Medium,Medium,5,2,8,Excellent,0.41
Female,Female,Ambivert,Extrovert,Medium,Low,High,7,10,2,Good,0.72
Male,Male,Introvert,Ambivert,Low,Low,Low,2,0,8,Good,0.3
Other,Male,Introvert,Extrovert,Low,Low,Medium,0,5,1,Poor,-0.09
Male,Other,Extrovert,Extrovert,High,High,Medium,1,6,10,Excellent,0.53
Other,Male,Ambivert,Ambivert,Low,High,High,5,6,10,Excellent,0.6
Female,Other,Ambivert,Introvert,High,High,High,0,0,9,Excellent,0.14
Other,Other,Ambivert,Introvert,High,Low,Medium,8,1,0,Good,0.18
Other,Male,Introvert,Ambivert,Low,High,Medium,4,1,5,Poor,0.34
Other,Male,Ambivert,Ambivert,High,Low,Low,3,0,4,Poor,0.37
Male,Other,Extrovert,Extrovert,Medium,High,High,6,6,2,Poor,0.5
Other,Male,Ambivert,Introvert,High,High,Low,10,6,8,Excellent,0.74
Female,Other,Extrovert,Extrovert,Low,Medium,Medium,0,5,3,Excellent,0.31
Male,Male,Extrovert,Ambivert,Low,High,Low,3,0,9,Good,0.35
Female,Male,Ambivert,Extrovert,Low,Low,Medium,2,1,8,Poor,0.3
Male,Other,Extrovert,Introvert,Low,Medium,Low,3,7,6,Poor,0.42
Female,Other,Introvert,Ambivert,High,Medium,Medium,6,7,1,Poor,0.29
Female,Female,Extrovert,Introvert,Low,Low,Low,3,6,3,Good,0.36
Other,Other,Ambivert,Ambivert,Medium,High,High,10,6,10,Excellent,0.88
Female,Female,Introvert,Ambivert,High,High,Medium,6,6,7,Poor,0.62
Other,Other,Introvert,Ambivert,Low,Low,High,7,10,6,Excellent,0.73
Female,Female,Introvert,Introvert,Low,Low,Low,10,8,9,Excellent,0.81
Female,Female,Ambivert,Ambivert,High,Medium,Low,8,1,2,Good,0.43
Female,Other,Extrovert,Extrovert,Medium,High,Medium,5,9,7,Good,0.57
Female,Male,Ambivert,Introvert,Low,Medium,Low,8,0,5,Excellent,0.51
Male,Other,Extrovert,Introvert,Medium,High,Medium,5,7,8,Poor,0.57
Male,Other,Introvert,Introvert,Low,Medium,Medium,5,1,8,Poor,0.39
Female,Male,Ambivert,Introvert,Medium,Low,Medium,0,0,10,Good,0.19
Male,Male,Ambivert,Ambivert,High,Medium,Medium,9,10,2,Poor,0.65
Female,Other,Extrovert,Extrovert,Low,Medium,High,10,3,10,Excellent,0.86
Male,Other,Introvert,Introvert,High,High,Low,2,5,10,Excellent,0.62
Male,Other,Ambivert,Extrovert,Low,High,Medium,4,2,9,Excellent,0.6
Female,Other,Ambivert,Ambivert,Medium,High,High,2,3,3,Good,0.32
Other,Male,Introvert,Ambivert,Low,High,Medium,2,0,0,Good,-0.04
Other,Male,Introvert,Introvert,Medium,High,Medium,10,6,2,Good,0.57
Other,Other,Extrovert,Extrovert,High,Medium,Low,10,4,0,Poor,0.39
Female,Female,Ambivert,Introvert,Low,Medium,Medium,6,10,9,Good,0.97
Female,Other,Extrovert,Extrovert,High,Low,Medium,8,7,3,Good,0.48
